table_name,year_value,year_unit,year_start_month,month,variable,commodity_element,market_segment,geographic_extent,value,unit
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1989/90,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,21.55368,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,73.5123,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,0.94754,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,8.55383,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.48302,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.474,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,86.97069,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,8.43344,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,1.38671,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.86,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.59877,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,0.75,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1990/91,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,19.02892,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,63.15145,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.00397,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,6.56182,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.21371,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.389,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,74.31995,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,12.84373,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,1.94092,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.92,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.5275,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.02,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1991/92,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,24.25215,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,74.04376,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.12334,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,8.46751,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,4.36336,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.19474,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,88.19271,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,14.14523,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,1.87416,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.2,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.63691,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,0.95,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1992/93,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,25.8063,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,71.82104,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.42689,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,10.12399,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,4.73833,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.23307,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,88.34332,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,12.93781,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.10998,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.07,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.65633,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,0.97,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1993/94,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,24.74412,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,69.46244,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.25175,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,9.78831,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.20655,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.50901,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,84.21806,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,11.82589,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,1.99991,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.8371,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.18,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1994/95,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,23.8429,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,78.00077,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.24404,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,9.24785,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,4.02029,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.28225,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,92.7952,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,12.58056,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.16271,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.85,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.8602,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.14,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1995/96,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,24.59347,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,74.72166,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,2.00062,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,8.99649,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,4.19602,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.48758,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,90.40237,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,13.91357,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.53601,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,6.1807,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.75855,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.15,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1996/97,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,26.53883,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,82.45043,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.47821,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,9.68368,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,4.31249,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.22885,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,98.15366,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,14.6116,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.18017,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.93639,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.46316,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.4,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1997/98,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,26.59132,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,77.01102,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.20083,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,8.89563,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.01219,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.21659,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,90.33626,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,8.37655,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.3152,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.7501,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.61216,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.33314,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1998/99,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,20.38715,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,79.22429,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.61609,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,8.12931,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.90587,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.49992,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,93.37548,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,11.73748,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.87645,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,5.08735,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.4412,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.39412,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",1999/2000,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,23.5366,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,75.23764,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.21936,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,8.37629,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,5.24257,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.55115,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,90.62701,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,11.88063,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.73264,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,4.84585,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,2.96545,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.50153,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2000/01,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,23.9261,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,October,NA,Per capita availability,Oranges and temples,Processed,United States,72.52118,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,October,NA,Per capita availability,Tangerines and tangelos,Processed,United States,1.3136,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,October,NA,Per capita availability,Grapefruit,Processed,United States,7.0048,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,August,NA,Per capita availability,Lemons,Processed,United States,3.29783,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,April,NA,Per capita availability,Limes,Processed,United States,0.35225,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,April,NA,Per capita availability,Citrus fruit,Processed,United States,84.48966,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,November,NA,Per capita availability,Oranges and temples,Fresh,United States,11.74427,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,November,NA,Per capita availability,Tangerines and tangelos,Fresh,United States,2.56528,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,September,NA,Per capita availability,Grapefruit,Fresh,United States,4.62798,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,August,NA,Per capita availability,Lemons,Fresh,United States,3.33547,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,April,NA,Per capita availability,Limes,Fresh,United States,1.10053,pounds
"Table G-42--Citrus fruit, processed and fresh: Per capita availability, fresh-weight equivalent, 1980/81 to date",2001/02,Marketing year,April,NA,Per capita availability,Citrus fruit,Fresh,United States,23.37353,pounds
